M-G362 CSV Log File created by Python,Log Duration (sec): 10.000,Press CTRL-C to exit early,,,,,,,
Creation Date:,2017-02-02 16:21:01.747000,,,,,,,,,
Scaled 32-bit Data,SF_GYRO=+0.0050/2^16 dps/lsb,SF_ACCL=+0.125/2^16 mg/lsb,SF_TEMP=+0.0042725/2^16 degC/lsb,,,,,,
Sample No.,Gx[dps],Gy[dps],Gz[dps],Ax[mG],Ay[mG],Az[mG],Ts[deg.C],Counter[dec],Error
000000225,+0.091620,+0.085853,+0.105920,-173.541258,+889.010271,+427.825127,+34.455043,10555,,1486081262.017000
000000226,+0.117482,+0.030633,+0.090463,-172.735558,+887.271862,+427.342239,+34.455043,10602,,1486081262.018000
000000227,+0.086670,+0.050681,+0.064838,-171.108934,+886.570627,+427.562391,+34.455043,10649,,1486081262.018000
000000228,+0.137948,+0.091319,+0.091358,-171.103054,+887.147358,+428.263733,+34.455043,10696,,1486081262.018000
000000229,+0.117407,+0.045699,+0.105862,-170.164856,+887.835541,+429.311092,+34.455043,10743,,1486081262.018000
000000230,+0.101890,+0.030295,+0.141069,-170.387989,+888.411139,+430.593122,+34.455043,10789,,1486081262.018000
000000231,+0.137931,+0.035682,+0.126367,-171.191961,+889.800570,+431.536690,+34.455043,10836,,1486081262.018000
000000232,+0.148496,+0.081640,+0.015171,-170.144098,+890.144012,+431.652527,+34.455043,10883,,1486081262.019000
000000233,+0.096992,+0.141815,+0.004920,-171.768991,+892.120321,+431.096371,+34.455043,10930,,1486081262.019000
000000234,+0.060913,+0.111098,+0.044775,-173.391462,+891.891211,+432.027380,+34.455043,10977,,1486081262.019000
000000235,+0.071185,+0.101046,+0.054976,-173.629818,+889.923233,+432.009668,+34.455043,11024,,1486081262.019000
000000236,+0.045593,+0.030233,+0.053909,-172.469179,+888.412151,+432.455700,+34.455043,11071,,1486081262.019000
000000237,+0.035280,-0.010330,+0.083849,-171.534790,+888.754446,+433.035856,+34.455043,11118,,1486081262.019000
000000238,+0.066100,+0.030303,+0.074516,-171.290205,+891.414967,+433.756001,+34.455043,11164,,1486081262.019000
000000239,+0.107190,+0.070993,+0.070406,-172.326996,+893.849424,+434.130178,+34.455043,11211,,1486081262.020000
000000240,+0.081613,+0.076037,+0.024371,-174.194395,+894.324095,+432.632774,+34.455043,11258,,1486081262.020000
000000241,+0.086800,+0.106472,-0.005742,-173.516350,+891.548431,+430.748661,+34.455043,11305,,1486081262.020000
000000242,+0.091881,+0.086204,+0.024613,-173.645386,+890.047937,+429.343092,+34.455043,11352,,1486081262.020000
000000243,+0.117380,+0.035682,+0.095600,-172.489189,+888.773260,+428.863874,+34.450770,11399,,1486081262.020000
000000244,+0.066117,-0.035400,+0.104341,-172.138113,+889.928862,+428.757158,+34.455043,11446,,1486081262.020000
000000245,+0.101922,+0.030339,+0.130906,-172.255388,+890.045845,+428.526653,+34.455043,11493,,1486081262.020000
000000246,+0.132729,+0.050730,+0.136614,-172.017727,+891.782202,+428.542192,+34.455043,11539,,1486081262.021000
000000247,+0.117375,+0.101270,+0.086098,-172.706152,+893.403625,+429.255587,+34.455043,11586,,1486081262.021000
000000248,+0.096848,+0.121398,+0.060613,-171.898029,+893.403917,+428.325054,+34.455043,11633,,1486081262.021000
000000249,+0.096829,+0.085980,+0.085664,-172.131886,+892.709471,+428.435278,+34.455043,11680,,1486081262.122000
000000250,+0.091724,+0.101160,+0.065420,-173.067316,+892.019741,+427.851860,+34.455043,11727,,1486081262.122000
000000251,+0.148251,+0.091420,+0.086417,-172.031565,+889.005844,+427.588236,+34.455043,11774,,1486081262.122000
000000252,+0.148268,+0.081332,+0.086315,-170.638800,+886.914137,+428.260046,+34.455043,11821,,1486081262.122000
000000253,+0.132816,+0.131741,+0.066289,-171.900797,+888.301302,+430.364985,+34.455043,11868,,1486081262.122000
000000254,+0.076229,+0.166678,+0.050630,-171.646526,+891.652428,+432.367485,+34.455043,11914,,1486081262.122000
000000255,+0.065845,+0.196934,+0.040637,-170.474417,+891.760897,+433.873053,+34.450770,11961,,1486081262.122000
000000256,+0.035078,+0.216911,+0.025171,-171.752039,+891.994844,+433.994919,+34.455043,12008,,1486081262.123000
000000257,+0.014670,+0.141137,+0.013960,-172.104902,+891.302343,+433.641579,+34.455043,12055,,1486081262.123000
000000258,-0.016032,+0.070328,+0.002659,-172.931705,+889.224424,+432.464819,+34.455043,12102,,1486081262.123000
000000259,+0.030344,+0.020246,+0.002779,-173.991674,+887.611706,+430.945208,+34.455043,12149,,1486081262.123000
000000260,+0.050757,-0.000035,+0.063835,-173.764736,+886.917976,+430.358004,+34.455043,12196,,1486081262.123000
000000261,+0.035356,+0.030219,+0.038523,-173.764389,+887.265795,+430.245277,+34.455043,12243,,1486081262.123000
000000262,+0.019774,+0.070342,+0.064130,-173.638468,+889.116039,+430.958195,+34.455043,12289,,1486081262.123000
000000263,-0.006021,+0.059924,+0.094167,-173.283182,+891.083229,+431.091513,+34.455043,12336,,1486081262.123000
000000264,+0.060782,+0.030159,+0.104940,-173.750149,+891.899899,+430.289198,+34.450770,12383,,1486081262.123000
000000265,+0.122569,+0.081156,+0.080882,-174.220688,+892.714737,+429.022018,+34.455043,12430,,1486081262.124000
000000266,+0.132751,+0.131653,+0.086616,-174.927448,+892.838362,+427.401581,+34.455043,12477,,1486081262.124000
000000267,+0.132978,+0.045879,+0.085742,-176.103712,+892.036186,+425.541534,+34.459315,12524,,1486081262.124000
000000268,+0.122751,+0.005563,+0.064869,-174.367369,+889.948063,+425.284790,+34.455043,12571,,1486081262.124000
000000269,+0.132932,+0.030911,+0.060188,-172.034620,+889.937496,+426.553520,+34.450770,12618,,1486081262.124000
000000270,+0.091676,+0.035369,+0.115572,-172.841415,+890.978580,+427.261398,+34.455043,12664,,1486081262.124000
000000271,+0.107071,+0.111279,+0.086060,-172.015650,+891.781040,+428.890148,+34.455043,12711,,1486081262.124000
000000272,+0.106985,+0.116350,+0.086115,-171.770319,+892.702997,+430.522337,+34.450770,12758,,1486081262.124000
000000273,+0.065909,+0.121050,+0.085601,-171.295395,+893.621937,+431.804893,+34.455043,12805,,1486081262.125000
000000274,+0.065929,+0.090742,+0.095457,-172.810625,+893.629457,+431.113901,+34.455043,12852,,1486081262.125000
000000275,+0.035082,+0.095707,+0.064601,-173.629068,+891.896793,+431.100716,+34.450770,12899,,1486081262.125000
000000276,+0.014729,+0.070434,+0.033570,-172.122892,+888.528309,+431.991711,+34.455043,12946,,1486081262.125000
000000277,+0.055906,+0.015180,+0.053896,-172.351561,+888.410976,+432.687292,+34.455043,12993,,1486081262.125000
000000278,-0.006000,+0.085232,+0.074096,-171.999044,+888.291647,+433.380983,+34.455043,13039,,1486081262.125000
000000279,-0.006124,+0.100232,+0.104740,-172.567080,+891.302397,+434.107033,+34.455043,13086,,1486081262.125000
000000280,+0.014637,+0.029863,+0.083977,-174.072624,+891.768518,+434.812214,+34.455043,13133,,1486081262.125000
000000281,+0.117445,+0.060919,+0.085689,-175.002863,+893.047953,+434.131281,+34.455043,13180,,1486081262.125000
000000282,+0.122618,+0.081222,+0.065637,-174.428600,+893.049820,+432.969534,+34.455043,13227,,1486081262.126000
000000283,+0.040509,+0.015105,+0.043522,-174.671797,+892.940611,+431.229427,+34.455043,13274,,1486081262.126000
000000284,+0.019941,-0.015383,+0.058179,-174.805330,+892.022648,+428.785421,+34.455043,13321,,1486081262.126000
000000285,+0.097024,+0.030629,+0.054611,-174.123827,+890.405090,+426.912174,+34.455043,13368,,1486081262.126000
000000286,+0.163652,+0.061166,+0.111729,-172.734867,+887.735491,+427.230598,+34.455043,13414,,1486081262.126000
000000287,+0.168552,+0.106381,+0.163076,-170.873003,+887.263914,+427.800123,+34.455043,13461,,1486081262.126000
000000288,+0.173857,+0.116750,+0.107351,-171.793211,+890.973822,+427.605947,+34.455043,13508,,1486081262.126000
000000289,+0.174052,+0.061399,+0.076298,-171.784906,+893.753271,+427.632023,+34.455043,13555,,1486081262.126000
000000290,+0.220440,+0.041667,+0.056398,-173.181822,+892.599192,+427.857672,+34.455043,13602,,1486081262.127000
000000291,+0.256456,+0.052076,+0.046829,-173.652304,+891.675856,+427.386553,+34.455043,13649,,1486081262.127000
000000292,+0.169012,+0.076667,+0.035728,-173.664413,+889.942570,+426.210403,+34.455043,13696,,1486081262.127000
000000293,+0.102149,+0.040756,+0.054783,-172.500662,+889.705788,+426.552401,+34.455043,13743,,1486081262.127000
000000294,+0.148379,+0.046091,+0.070711,-172.607903,+889.933168,+427.946775,+34.455043,13789,,1486081262.127000
000000295,+0.086637,+0.050637,+0.075002,-172.246738,+890.157013,+429.919561,+34.455043,13836,,1486081262.127000
000000296,+0.076271,+0.040338,+0.105249,-171.536518,+891.423502,+431.437052,+34.455043,13883,,1486081262.127000
000000297,+0.071033,+0.075562,+0.115700,-171.989702,+892.114550,+433.068878,+34.455043,13930,,1486081262.127000
000000298,+0.055673,+0.110927,+0.075194,-174.422371,+895.134407,+432.989092,+34.455043,13977,,1486081262.127000
000000299,+0.014702,+0.085566,+0.033724,-174.889738,+893.397303,+433.438250,+34.455043,14024,,1486081262.127000
000000300,+0.035206,+0.050241,+0.074300,-174.318243,+891.776667,+432.609251,+34.455043,14071,,1486081262.128000
000000301,+0.096908,+0.040585,+0.085203,-174.094072,+888.996416,+432.582418,+34.455043,14118,,1486081262.128000
000000302,+0.066118,+0.020215,+0.074414,-172.589220,+886.210606,+432.899376,+34.455043,14164,,1486081262.128000
000000303,+0.086651,+0.005154,+0.094868,-172.819965,+887.022467,+432.791754,+34.455043,14211,,1486081262.128000
000000304,+0.055634,+0.095707,+0.095368,-174.562132,+890.043789,+431.549843,+34.455043,14258,,1486081262.128000
000000305,+0.117227,+0.111182,+0.126854,-174.789072,+892.825586,+431.112732,+34.455043,14305,,1486081262.128000
000000306,+0.158397,+0.162093,+0.092356,-175.718618,+894.800657,+430.206348,+34.455043,14352,,1486081262.128000
000000307,+0.148337,+0.116816,+0.046019,-176.429186,+894.810406,+428.004898,+34.455043,14399,,1486081262.128000
000000308,+0.081635,+0.091235,+0.009279,-175.971851,+893.885029,+427.182796,+34.455043,14446,,1486081262.129000
000000309,+0.071205,+0.070738,+0.064832,-175.280659,+891.798042,+427.160969,+34.455043,14493,,1486081262.129000
000000310,+0.081479,+0.040466,+0.084993,-174.123827,+889.477060,+427.367422,+34.455043,14539,,1486081262.129000
000000311,+0.148135,+0.101376,+0.117010,-172.259193,+889.467953,+428.173264,+34.455043,14586,,1486081262.129000
000000312,+0.153298,+0.136833,+0.092029,-171.088522,+890.387342,+429.106052,+34.455043,14633,,1486081262.129000
000000313,+0.179074,+0.111834,+0.087043,-170.963291,+892.005966,+429.816797,+34.455043,14680,,1486081262.129000
000000314,+0.137962,+0.111561,+0.076318,-170.841175,+893.046312,+430.290136,+34.455043,14727,,1486081262.130000
000000315,+0.091714,+0.116314,+0.060492,-172.231516,+893.860624,+430.650242,+34.455043,14774,,1486081262.130000
000000316,+0.081598,+0.121520,+0.004504,-172.000429,+893.164576,+430.758951,+34.455043,14821,,1486081262.130000
000000317,+0.061106,+0.075967,+0.003763,-171.311657,+890.962940,+430.388081,+34.455043,14868,,1486081262.130000
000000318,+0.066243,+0.060830,+0.013843,-170.970211,+887.601692,+430.819378,+34.455043,14914,,1486081262.130000
000000319,+0.071095,+0.070721,+0.075000,-171.311253,+887.716524,+431.981913,+34.450770,14961,,1486081262.130000
000000320,+0.132754,+0.111433,+0.096574,-172.116320,+888.408630,+433.150475,+34.455043,15008,,1486081262.131000
000000321,+0.117444,+0.071029,+0.080709,-172.459146,+888.986563,+433.852955,+34.455043,15055,,1486081262.131000
000000322,+0.138029,+0.010665,+0.085462,-172.685337,+890.261806,+434.214077,+34.450770,15102,,1486081262.131000
000000323,+0.169009,+0.041271,+0.055696,-173.155527,+891.192451,+432.947989,+34.455043,15149,,1486081262.131000
000000324,+0.045531,+0.009925,+0.084194,-173.399418,+889.923594,+431.660954,+34.455043,15196,,1486081262.131000
000000325,+0.050519,+0.070426,+0.100123,-173.415335,+888.076427,+429.903791,+34.455043,15243,,1486081262.132000
000000326,+0.143062,+0.071095,+0.111551,-175.054758,+888.668814,+427.594818,+34.455043,15289,,1486081262.132000
000000327,+0.158396,+0.050862,+0.152210,-174.824705,+888.321358,+427.358829,+34.455043,15336,,1486081262.132000
000000328,+0.163502,+0.081188,+0.147505,-173.896542,+888.435127,+427.008932,+34.455043,15383,,1486081262.132000
000000329,+0.122273,+0.100980,+0.162393,-172.491322,+890.512592,+427.719858,+34.455043,15430,,1486081262.132000
000000330,+0.137855,+0.091324,+0.096444,-172.255331,+892.251795,+427.387903,+34.450770,15477,,1486081262.132000
000000331,+0.107220,+0.091257,+0.050284,-173.305325,+892.023636,+426.924734,+34.455043,15524,,1486081262.132000
000000332,+0.086818,+0.040769,+0.024083,-173.187012,+893.182112,+426.703249,+34.455043,15571,,1486081262.133000
000000333,+0.076359,+0.111239,+0.039904,-172.028797,+891.788389,+426.686426,+34.455043,15618,,1486081262.133000
000000334,+0.065928,+0.100852,+0.090478,-172.494434,+891.790375,+426.571957,+34.455043,15664,,1486081262.133000
000000335,+0.035140,+0.060263,+0.089647,-173.766811,+892.487316,+427.278553,+34.455043,15711,,1486081262.133000
000000336,+0.050674,+0.009965,+0.084264,-173.410490,+891.321825,+429.122316,+34.455043,15758,,1486081262.133000
000000337,+0.019792,+0.060254,+0.064028,-171.999044,+892.467781,+431.332357,+34.455043,15805,,1486081262.133000
000000338,+0.004514,+0.030004,+0.033020,-172.337376,+893.623217,+432.504211,+34.455043,15852,,1486081262.134000
000000339,+0.004415,+0.095597,+0.028604,-171.863779,+893.036764,+434.237045,+34.455043,15899,,1486081262.134000
000000340,-0.036790,+0.120477,+0.033380,-172.908180,+892.459379,+434.814947,+34.455043,15946,,1486081262.134000
000000341,+0.035324,+0.085790,+0.018759,-173.498013,+891.190172,+433.992990,+34.455043,15993,,1486081262.134000
000000342,+0.112439,+0.040972,+0.029519,-173.857389,+889.343189,+433.049320,+34.450770,16039,,1486081262.134000
000000343,+0.066051,+0.060704,+0.049419,-174.556540,+889.230553,+432.818535,+34.450770,16086,,1486081262.134000
000000344,+0.035001,+0.065131,+0.130352,-175.251251,+889.113520,+433.399187,+34.455043,16133,,1486081262.135000
000000345,+0.081175,+0.120949,+0.136628,-173.858484,+889.341887,+432.932877,+34.455043,16180,,1486081262.135000
000000346,+0.071039,+0.090738,+0.105691,-174.789417,+891.317732,+431.794521,+34.455043,16227,,1486081262.135000
000000347,+0.030067,+0.085597,+0.054261,-175.484070,+892.942636,+431.464046,+34.455043,16274,,1486081262.135000
000000348,+0.065887,+0.070594,+0.095256,-175.024946,+893.874233,+429.963875,+34.450770,16321,,1486081262.135000
000000349,+0.081287,+0.075598,+0.126004,-174.103760,+892.481941,+429.251438,+34.455043,16368,,1486081262.136000
000000350,+0.179028,+0.091548,+0.112247,-174.580124,+892.373920,+427.396099,+34.455043,16414,,1486081262.136000
000000351,+0.143026,+0.091271,+0.111755,-174.240063,+892.029543,+426.115866,+34.455043,16461,,1486081262.137000
000000352,+0.153297,+0.081218,+0.121957,-172.733135,+891.098633,+425.870285,+34.455043,16508,,1486081262.137000
000000353,+0.137893,+0.076077,+0.116613,-172.146763,+891.209734,+426.681374,+34.455043,16555,,1486081262.137000
000000354,+0.153221,+0.106394,+0.132376,-171.437580,+892.128790,+428.195602,+34.455043,16602,,1486081262.138000
000000355,+0.142981,+0.126600,+0.107032,-170.267256,+893.396385,+428.899681,+34.455043,16649,,1486081262.138000
000000356,+0.137914,+0.131851,+0.056200,-170.610720,+893.396564,+429.713173,+34.450770,16696,,1486081262.138000
000000357,+0.184357,+0.132154,+0.056824,-171.080969,+891.889254,+429.699642,+34.459315,16743,,1486081262.138000
000000358,+0.148408,+0.076464,+0.045610,-171.665211,+890.038816,+430.032570,+34.455043,16789,,1486081262.139000
000000359,+0.117489,+0.010550,+0.075018,-171.553066,+888.070555,+430.246151,+34.450770,16836,,1486081262.139000
000000360,+0.066150,-0.035356,+0.094178,-173.765081,+887.730196,+429.901667,+34.455043,16883,,1486081262.139000
000000361,+0.030070,-0.000348,+0.099126,-174.808100,+886.920031,+430.825352,+34.455043,16930,,1486081262.139000
000000362,-0.006048,+0.075056,+0.094321,-173.519810,+887.838247,+431.989733,+34.455043,16977,,1486081262.139000
000000363,+0.050764,+0.060646,+0.028878,-173.047941,+889.688839,+432.237574,+34.455043,17024,,1486081262.139000
000000364,+0.061135,+0.040615,+0.013568,-174.087154,+891.776640,+432.376522,+34.455043,17071,,1486081262.139000
000000365,+0.076481,+0.050734,+0.034208,-175.483725,+892.362425,+431.806570,+34.455043,17118,,1486081262.140000
000000366,+0.081503,+0.101169,+0.044953,-175.727615,+892.021593,+430.064287,+34.455043,17164,,1486081262.140000
000000367,+0.071236,+0.080892,+0.049690,-175.506903,+891.331348,+428.433218,+34.455043,17211,,1486081262.140000
000000368,+0.055799,+0.020092,+0.084437,-173.303249,+890.166414,+428.183189,+34.455043,17258,,1486081262.140000
000000369,+0.035167,-0.020594,+0.124400,-171.904602,+889.347464,+429.214911,+34.455043,17305,,1486081262.140000
000000370,+0.029923,-0.000546,+0.144861,-170.852938,+889.804783,+429.911760,+34.455043,17352,,1486081262.140000
000000371,+0.117235,+0.050523,+0.156730,-171.780754,+891.894892,+429.238434,+34.455043,17399,,1486081262.140000
000000372,+0.158500,+0.066170,+0.111710,-171.306467,+893.628126,+429.949127,+34.455043,17446,,1486081262.140000
000000373,+0.117460,+0.071051,+0.075628,-170.721823,+893.856199,+430.413349,+34.455043,17493,,1486081262.246000
000000374,+0.122561,+0.025793,+0.065082,-171.999622,+894.792004,+429.963184,+34.446497,17539,,1486081262.246000
000000375,+0.117584,+0.056051,+0.044984,-172.821003,+893.635258,+429.374123,+34.455043,17586,,1486081262.246000
000000376,+0.091931,+0.076160,+0.014348,-172.942085,+891.782309,+429.473103,+34.455043,17633,,1486081262.246000
000000377,+0.066160,+0.070830,+0.034272,-171.662441,+890.037270,+430.496510,+34.455043,17680,,1486081262.246000
000000378,-0.006050,+0.060017,+0.078926,-170.954239,+890.030758,+432.234478,+34.450770,17727,,1486081262.247000
000000379,+0.004230,+0.044921,+0.089076,-169.785299,+889.907080,+433.389460,+34.450770,17774,,1486081262.247000
000000380,+0.055587,+0.141147,+0.085665,-171.173624,+892.922421,+433.073833,+34.455043,17821,,1486081262.247000
000000381,+0.065981,+0.126204,+0.060243,-174.079542,+893.628445,+432.741861,+34.455043,17868,,1486081262.247000
000000382,+0.127841,+0.091481,+0.035319,-174.785957,+891.547806,+432.260635,+34.455043,17914,,1486081262.247000
000000383,+0.163711,+0.101693,+0.071485,-174.329659,+891.899050,+430.638586,+34.455043,17961,,1486081262.248000
000000384,+0.107001,+0.085906,+0.121376,-174.455584,+890.744825,+429.584232,+34.455043,18008,,1486081262.248000
000000385,+0.127424,+0.106086,+0.157433,-174.229683,+889.007645,+429.335207,+34.455043,18055,,1486081262.248000
000000386,+0.148101,+0.111442,+0.122193,-173.188396,+887.614706,+429.202776,+34.455043,18102,,1486081262.248000
000000387,+0.173852,+0.091464,+0.122340,-172.833805,+889.350275,+429.333923,+34.455043,18149,,1486081262.248000
000000388,+0.220363,+0.066843,+0.066817,-173.872669,+891.553885,+429.473957,+34.455043,18196,,1486081262.248000
000000389,+0.200016,+0.031597,+0.015361,-174.451431,+892.366560,+429.483456,+34.455043,18243,,1486081262.249000
000000390,+0.210316,-0.013807,+0.035368,-175.497908,+892.254349,+429.485777,+34.455043,18289,,1486081262.249000
000000391,+0.127920,-0.009529,+0.064786,-175.619335,+890.981607,+429.242235,+34.455043,18336,,1486081262.249000
000000392,+0.132903,+0.091411,+0.060798,-175.284464,+889.596098,+427.604267,+34.455043,18383,,1486081262.249000
000000393,+0.060551,+0.171411,+0.101291,-173.428770,+889.013880,+427.129297,+34.450770,18430,,1486081262.249000
000000394,+0.055462,+0.100531,+0.146236,-171.794247,+889.234344,+428.285561,+34.455043,18477,,1486081262.249000
000000395,+0.086379,+0.030066,+0.166267,-171.556583,+888.882633,+429.325413,+34.455043,18524,,1486081262.249000
000000396,+0.065907,+0.040286,+0.105113,-170.152000,+890.382351,+430.147352,+34.450770,18571,,1486081262.250000
000000397,+0.030186,+0.045311,+0.038606,-171.076414,+893.048660,+429.826952,+34.455043,18618,,1486081262.250000
